Datetime,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2025-06-05 13:30:00+00:00,203.29750061035156,203.59500122070312,202.66000366210938,203.59500122070312,2141554
2025-06-05 13:35:00+00:00,203.02000427246094,203.57000732421875,202.97999572753906,203.3000030517578,653488
2025-06-05 13:40:00+00:00,203.5,203.83999633789062,202.94000244140625,203.0,901250
2025-06-05 13:45:00+00:00,202.4949951171875,203.58999633789062,202.3300018310547,203.50999450683594,853780
2025-06-05 13:50:00+00:00,202.46009826660156,202.86000061035156,202.4199981689453,202.50999450683594,631454
2025-06-05 13:55:00+00:00,201.57000732421875,202.52999877929688,201.27000427246094,202.4600067138672,977071
2025-06-05 14:00:00+00:00,201.904296875,202.17999267578125,201.55999755859375,201.55999755859375,673422
2025-06-05 14:05:00+00:00,201.52279663085938,202.3000030517578,201.50010681152344,201.91000366210938,649720
2025-06-05 14:10:00+00:00,201.6510009765625,201.83999633789062,201.47999572753906,201.52999877929688,504898
2025-06-05 14:15:00+00:00,201.43499755859375,201.92990112304688,201.35000610351562,201.66000366210938,529024
2025-06-05 14:20:00+00:00,202.07000732421875,202.08999633789062,201.35000610351562,201.36000061035156,687319
2025-06-05 14:25:00+00:00,202.4499969482422,202.53379821777344,202.05999755859375,202.07000732421875,553388
2025-06-05 14:30:00+00:00,202.08999633789062,202.5,201.9499969482422,202.4499969482422,550406
2025-06-05 14:35:00+00:00,202.4777069091797,202.7299041748047,201.6772003173828,202.0800018310547,949741
2025-06-05 14:40:00+00:00,202.75999450683594,203.27999877929688,202.160400390625,202.47000122070312,860765
2025-06-05 14:45:00+00:00,202.5500030517578,203.2050018310547,202.50999450683594,202.74000549316406,614658
2025-06-05 14:50:00+00:00,202.7736053466797,202.7736053466797,202.42999267578125,202.51499938964844,331133
2025-06-05 14:55:00+00:00,203.1999969482422,203.3300018310547,202.74000549316406,202.77520751953125,391304
2025-06-05 15:00:00+00:00,203.2100067138672,203.49000549316406,203.1699981689453,203.1999969482422,438250
2025-06-05 15:05:00+00:00,203.1999969482422,203.31500244140625,203.05999755859375,203.21499633789062,311414
2025-06-05 15:10:00+00:00,203.4604034423828,203.5500030517578,203.22000122070312,203.25,383002
2025-06-05 15:15:00+00:00,203.74130249023438,203.78660583496094,203.3300018310547,203.45010375976562,506360
2025-06-05 15:20:00+00:00,204.16000366210938,204.27000427246094,203.7449951171875,203.7449951171875,680613
2025-06-05 15:25:00+00:00,204.54379272460938,204.58999633789062,204.07000732421875,204.16000366210938,613874
2025-06-05 15:30:00+00:00,204.5959014892578,204.75,204.50999450683594,204.53500366210938,552382
2025-06-05 15:35:00+00:00,204.16000366210938,204.55999755859375,204.10000610351562,204.47000122070312,652601
2025-06-05 15:40:00+00:00,204.2100067138672,204.3800048828125,204.14999389648438,204.1649932861328,308466
2025-06-05 15:45:00+00:00,204.10000610351562,204.22999572753906,203.87109375,204.22459411621094,371938
2025-06-05 15:50:00+00:00,204.17999267578125,204.38999938964844,204.07000732421875,204.10499572753906,276368
2025-06-05 15:55:00+00:00,204.1649932861328,204.40499877929688,204.11000061035156,204.17999267578125,364677
2025-06-05 16:00:00+00:00,204.14999389648438,204.38999938964844,204.11000061035156,204.1649932861328,379748
2025-06-05 16:05:00+00:00,203.7407989501953,204.1649932861328,203.5,204.16000366210938,395965
2025-06-05 16:10:00+00:00,203.19979858398438,203.75999450683594,203.1553955078125,203.74000549316406,368162
2025-06-05 16:15:00+00:00,202.9459991455078,203.1096954345703,202.47999572753906,203.04620361328125,500192
2025-06-05 16:20:00+00:00,202.85899353027344,203.0399932861328,202.8000030517578,202.9199981689453,327717
2025-06-05 16:25:00+00:00,203.13999938964844,203.13999938964844,202.74000549316406,202.86000061035156,286819
2025-06-05 16:30:00+00:00,203.14500427246094,203.25,203.0500030517578,203.13999938964844,207453
2025-06-05 16:35:00+00:00,202.875,203.14999389648438,202.85000610351562,203.14500427246094,179392
2025-06-05 16:40:00+00:00,202.7899932861328,202.97999572753906,202.76229858398438,202.8699951171875,442445
2025-06-05 16:45:00+00:00,202.24000549316406,202.7899932861328,202.1322021484375,202.7899932861328,449325
2025-06-05 16:50:00+00:00,201.92999267578125,202.27999877929688,201.69639587402344,202.24000549316406,349761
2025-06-05 16:55:00+00:00,201.8437042236328,202.1699981689453,201.8300018310547,201.9407958984375,378415
2025-06-05 17:00:00+00:00,201.6699981689453,201.86000061035156,201.5500030517578,201.8350067138672,486001
2025-06-05 17:05:00+00:00,201.8800048828125,202.0500030517578,201.56500244140625,201.63999938964844,362044
